Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cupronickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pewter
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Adamantine
chiselsandbits:block_bit:0, Chiseled Bit - Adamantine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cold-Iron
chiselsandbits:block_bit:0, Chiseled Bit - Cold-Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Star-Steel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Star-Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aquarium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mithril
chiselsandbits:block_bit:0, Chiseled Bit - Mercury Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Wattle and Daub North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Timber Framed Lath and Plaster North
chiselsandbits:block_bit:0, Chiseled Bit - Adobe
chiselsandbits:block_bit:0, Chiseled Bit - Chalk
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Cob
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cordwood North
chiselsandbits:block_bit:0, Chiseled Bit - Dry Fitted Stone
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Gabion
chiselsandbits:block_bit:0, Chiseled Bit - Sand Gabion
chiselsandbits:block_bit:0, Chiseled Bit - Dirt Gabion
chiselsandbits:block_bit:0, Chiseled Bit - Lath and Plaster
chiselsandbits:block_bit:0, Chiseled Bit - Rammed Earth
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slate
chiselsandbits:block_bit:0, Chiseled Bit - Green Slate
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slate
chiselsandbits:block_bit:0, Chiseled Bit - Polished Blue Slate
chiselsandbits:block_bit:0, Chiseled Bit - Polished Green Slate
chiselsandbits:block_bit:0, Chiseled Bit - Polished Purple Slate
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slate Shingles North
chiselsandbits:block_bit:0, Chiseled Bit - Green Slate Shingles North
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slate Shingles North
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slate Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Green Slate Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slate Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Oak Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Timber Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wattle and Daub
chiselsandbits:block_bit:0, Chiseled Bit - Wicker
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Shakes
chiselsandbits:block_bit:0, Chiseled Bit - Reed Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Thatch Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) East
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Stellar Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Pink Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Vivid Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Alchemical Coal Block
chiselsandbits:block_bit:0, Chiseled Bit - Mobius Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Aeternalis Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block East
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian East
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank East
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block East
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Monazit Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Icy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Lively Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Icy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lively Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Hyphae
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Block
chiselsandbits:block_bit:0, Chiseled Bit - Worn Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Ore
chiselsandbits:block_bit:0, Chiseled Bit - Brown Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Red Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Elder Mushroom Stem mod.chiselsandbits.pretty.axis-Y
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Antimony Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Bismuth Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Mercury Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Dark Marble
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Fir Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Red Rock
chiselsandbits:block_bit:0, Chiseled Bit - Red Rock Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Rock Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Red Rock Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Crag Rock
chiselsandbits:block_bit:0, Chiseled Bit - Crag Rock Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Crag Rock Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Crag Rock Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy
